Sentence,Class
I leave the room last,Relevant
The process is finished when I send a report to the teacher,Relevant
The process begins when the pharmacist receives a prescription for a specific drug,Relevant
The job of pharmacist may indeed require preparing drugs in a laboratory,Irrelevant
The pharmacist informs the client of the time when the medication will be ready,Relevant
The pharmacist checks his stocks,Relevant
He contacts colleagues if he lacks ingredients ,Relevant
Once he has eventually been helped out he weighs the ingredients ,Relevant
A pharmacist s laboratory contains all the necessary equipment,Irrelevant
He prepares the mixture then,Relevant
He puts the medication in the right container pills syrup,Relevant
He labels the package,Relevant
The pharmacist prepares the bill,Relevant
The process is finished when the client has collected and paid their drug,Relevant
Naret is a national retailer which sells food and non food products offline and online,Irrelevant
The process starts when a customer decides to buy groceries,Relevant
The customer navigates on their website to buy a wide range of groceries,Relevant
The customer completes his online basket of products and validates his list,Relevant
The retailer receives the list of groceries,Relevant
The next day an employee is given the list and starts collecting the groceries in the physical shop,Relevant
When the cart contains all the groceries contained in the list the employee encodes on the shop software,Relevant
After that the customer is notified about the fulfilment of his order,Relevant
Then the customer goes to the physical shop where his groceries are ready for pick up,Relevant
The customer tells the employee at whose name the order is,Relevant
Thus the employee gives to the customer his order who pays by card or by cash,Relevant
The employee marks as out the groceries,Relevant
At that moment the bill is sent to the customer by mail the process is finished,Relevant
Acounti is a small accounting firm which handles the accounts of his clients and provides advices to them,Irrelevant
The process starts when the accountant enters and his office and checks his management software,Relevant
The documents needed to encode the accounting records are sent there by every client,Relevant
He downloads the documents of a specific client from this software,Relevant
After having downloaded all the required documents the accountant starts the accounting software and encodes each transaction,Relevant
When he has done all the sales purchases and financial records for this client he ticks on the management software that the encoding for this client is completed,Relevant
If there are still documents to download for other clients or if new documents have been received he downloads these and starts encoding again,Relevant
When there are no more documents on the software the accountant checks his e mails and answers to some if needed,Relevant
If a meeting with a client is scheduled that day the accountant receives the client in his office,Relevant
When the client is sitting on his chair the accountant answers his questions and provides him advices,Relevant
At the end of the appointment the client leaves and the accountant continues his work where he left off,Relevant
If there are no mails to answer or clients to receive the accountant starts to work on the financial statements such as the balance sheet for the end of the quarter,Relevant
When the clock strikes 5 pm the accountant turns off his computer and drives back home the process is finished,Relevant
Carrefour is a store which handles packages received by mail,Irrelevant
The process starts when a customer comes to the counter,Relevant
The customer has three possibilities to get his parcel,Irrelevant
Either he can give the reference of the parcel or he gives his last name or he gives the paper received from the letter carrier,Relevant
The employee has to enter the reference or the family name into the computer or scan the paper received,Relevant
The employee receives a product description,Relevant
Either the product is a coli in this case the system will write big coli followed by the number corresponding to the one written on the coli or the system is an envelope and the system will write small coli followed by the number corresponding to the one written on the envelope,Relevant
The employee takes the right package or letter among all the others,Relevant
The system will then notify if the package or letter requires proof of identity or not,Relevant
If the package or letter requires proof of identity the customer will be asked to fill out a document,Relevant
For example with his name first name a signature,Irrelevant
And finally the employee hands over the package,Relevant
Or there is no need for a signature and the employee hands over the package directly,Relevant
The consumer takes the package and leaves,Relevant
Many Carrefour stores have a small butcher shop,Irrelevant
The process begins when a customer comes to the counter,Relevant
The butcher encodes his or her name on the scale so that we know who is serving the customer,Relevant
Several butchers cannot use the same scale at the same time or the system will break down,Irrelevant
The customer designates the meats he wants,Relevant
Then the customer says the number of slices or the weight of each product,Relevant
For example the customer asks for 3 slices of lean ham or packs 200gr of scampi salad,Irrelevant
Then the butcher shows the customer what she has cut up and asks for confirmation,Relevant
The customer can either say that the quantity is good in which case the process continues,Relevant
Or the customer is not satisfied with the quantity and the butcher starts cutting the meat again,Relevant
In both cases the butcher then individually packages each piece of meat and encodes the price per kilo on the scale,Relevant
When the customer has finished his order the butcher packs the whole thing in a larger package,Relevant
Then the butcher prints the label and sticks it on the package,Relevant
The customer takes the order and goes to the cashier to pay,Relevant
In the Cave of Han there are some of the most beautiful caves in europe ,Irrelevant
The process starts when a customer comes at the ticket office,Relevant
An employee asks him which activity he would like to do and how many people there are in his group also in which language he wants the visit,Relevant
The customer answers to the employee,Relevant
The employee tells the client how much he has to pay,Relevant
The client pays cash by card or uses a voucher,Relevant
Most clients are very friendly and polite,Irrelevant
The client receives the tickets and leaves the ticket office,Relevant
The customers have to queue up to wait the tram,Relevant
The tickets are checked,Relevant
The customers enter in the tram,Relevant
When everybody is sitting on the tram an employee says with a talky walkie that the journey is about to start,Relevant
The tram leaves the station,Relevant
The employee says with a talky walkie that the tram departed,Relevant
The customers arrive at the entrance of the caves and enter them,Relevant
Some people can be afraid about the entering in the caves,Irrelevant
In the caves they are given some explanations by a guide,Relevant
At the end of the visit they exit the cave and arrive at the playground the process is finished,Relevant
Uber eats is a useful app to order meal,Irrelevant
The process starts when the customer opens the app,Relevant
The customer chooses in which restaurant he would like to order some sushi s ,Relevant
The customer put the sushi s he wants to order in the basket,Relevant
The customer confirms the basket ,Relevant
The customer chooses the method of payment,Relevant
The customer pays,Relevant
The uber drivers are notified of the order ,Relevant
The drivers can use a car a motorcycle a bike or with a transportation method of their choice,Irrelevant
The fastest uber driver accept the order,Relevant
The restaurant is notified about the order,Relevant
The restaurant cooks the sushi s,Relevant
Sushi s is a delicious meal made with rice and most of the time raw fish,Irrelevant
When it s ready the uber driver picks up the sushi s at the restaurant,Relevant
The uber driver drives to the customer s address,Relevant
The customer is notified the Uber driver is approaching,Relevant
The uber driver give the sushi s to the customer or leave it at the door,Relevant
The customer is asked to evaluate its order The process is finished,Relevant
Pizza Hut is a fast food chain which offers an online purchase ,Irrelevant
The process starts when a customer go on the Pizza Hut app ,Relevant
The customer has a view of the meal of the day ,Irrelevant
The customer places his order in the basket ,Relevant
For example a large chicken pizza with one can of Fanta ,Irrelevant
The customer pays his order by card on the app ,Relevant
Once the payment is done Pizza Hut receives a notification of order ,Relevant
The employees are preparing his order in the kitchen ,Relevant
Pizza Hut s kitchens are equipped with all stuff needed to cook pizzas ,Irrelevant
When the order is ready the customer receives a notification to come pick the order up ,Relevant
The customer comes to the restaurant to pick his order up ,Relevant
A pizza hut employee supplies him with his order ,Relevant
The customer takes the order and leaves the process is finished,Relevant
Zara is a retail store that sells clothes to all public ,Irrelevant
The process starts when a customer picks his desired clothes ,Relevant
For example the customer chooses a tailor pant and a white striped shirt ,Irrelevant
The customer goes to the cashier ,Relevant
The vendor scans the articles ,Relevant
The customer removes the safety lock ,Relevant
All clothes are equipped with a safety lock in order to prevent from shoplifting ,Irrelevant
Then the customer pays by cash or card ,Relevant
When the payment is done the machine prints the invoice ,Relevant
After the payment the cashier ties the articles ,Relevant
The cashier put the clothes into a bag ,Relevant
The cashier supplies the customer with his order ,Relevant
The customer takes the bag with the invoice and leaves ,Relevant
The process is finished,Relevant
This process is executed in the context of an administrative student job ,Irrelevant
The process starts with creating an excel file ,Relevant
Enter the name and surname of the constituent ,Relevant
Add the excel file in the constituent folder ,Relevant
Encode the current account s number s and write the current balance ,Relevant
For example BEtt ssss yyyy xxx 2€ where the letters are assumed to be numbers ,Irrelevant
Go check the end of the previous period amount in the file of the previous year and put it in the current file as the start of the current period amount ,Relevant
These excel files can be found in a convenient software called Secib ,Irrelevant
Reproduce then the all the amounts of the previous period in the column year x 1 ,Relevant
Rename the different sheets with the accounts numbers as names ,Relevant
Save the excel file ,Relevant
The office in which this process is executed is sleek and well designed ,Irrelevant
Go to the constituent folder ,Relevant
Click on the report named ADM ,Relevant
ADM means administration ,Irrelevant
Click on Fusion ,Relevant
Enter transmission of attestation et select ,Relevant
Pick the Health insurance section and letters at the right ,Relevant
Validate ,Relevant
Until there the process is quite quick if the employee is used to it ,Irrelevant
Modify the model of the letter to make it clearer ,Relevant
Print the document two times,Relevant
The printing is made thanks to a big Xerox printer ,Irrelevant
Stick the health insurance labels on the printed letters ,Relevant
Staple the certificates of care to the letters,Relevant
Send them ,Relevant
Krëfel is a company that works with stores in which the consumers can come to see the products,Irrelevant
But the products are stored elsewhere and delivered directly to the customer s premises,Irrelevant
The process starts when the customer orders the product in the store,Relevant
The seller takes the data of the client and send the order at the central control center after that the stock has been checked,Relevant
If there is an available stock the process can continue normally,Relevant
If not the client has to pick up another good,Relevant
Krëfel suggests a wide range of fridges to satisfy all the needs of the client,Relevant
After that an invoice is sent to the client if he cannot pay directly at the store,Relevant
As soon as the payment is verified by the accounting department a message is sent to the central control center,Relevant
Then the best way to deliver the product is designed to minimize the costs i e the warehouse used the combination of customer during the tour and the date,Relevant
Indeed due to the pandemic the cost minimization is extremely important,Irrelevant
The delivery center send a message to the client in order to verify the possible schedule of delivery,Relevant
If it is not possible another date is suggested to the client,Relevant
When the client accept the delivery schedule a message is sent to the delivery team with the instructions of the day,Relevant
The process starts with the client ordering something on the website,Relevant
Once the product basket is finished a payment is required to send the list at the shop,Relevant
After the payment the shop receives the list of the products selected by the client,Relevant
The order manager then notifies a worker to complete the entire basket of goods in the shop,Relevant
As soon as the order is completed the basket of goods must be put in the fridge in the meantime,Relevant
As you know the food products have to be storage in the fridge otherwise some bacteria can develop,Irrelevant
In this case it is the shop that is designed responsible for this mistake,Irrelevant
The worker then notifies the person in charge of orders,Relevant
The latter marks the task as completed in the order book and sends a message to the customer at the same time,Relevant
The customer from that moment on has to pick up the order within 24 hours,Relevant
If the order is not picked up within the time limit the worker has to put the food back on the shelves and the order manager will charge the client an extra 5€ with a request for confirmation of the previous order,Relevant
If so the process starts again,Relevant
If not a refund is made,Relevant
VPharma is a pharmaceutical company,Irrelevant
The process starts when the ordering department send the order to suppliers,Relevant
Suppliers take the order into account,Relevant
Suppliers prepare and send the items,Relevant
The items are transported by trucks,Relevant
The receiving department receive the items,Relevant
The receiving department check if quantities are right or if there is a damaged good,Relevant
And encode the information into an internal software,Relevant
In the case of wrong quantity or damaged good the receiving department send a complaint to suppliers,Relevant
Few times after the reception the accounting department receive the invoice,Relevant
The accounting department check if quantities on the invoice are correct regarding what the receiving department have encoded,Relevant
If the invoice is correct the accounting department encode it and put it as to pay,Relevant
If the invoice is incorrect the accounting department send another complaint to supplier encode the invoice and put it as to nonpay,Relevant
At the end of each month invoices marked as to pay are paid,Relevant
Invoices marked as to non pay are paid if the company have received a credit note or the items missing,Relevant
Bettolins soins infirmiers is a at home curing company,Irrelevant
The process starts when a patient calls the company for curing,Relevant
The company encode the personal information of the patient and conclude a date for the first cure,Relevant
The day of the appointment the company send a nurse to the patient s home,Relevant
The nurse goes to the patient s home by car ,Relevant
On the spot the nurse see which cure is needing check if the patient has a doctor s agreement paper and makes the cure,Relevant
The nurse leaves to go to another patient,Relevant
At the end of the day the nurse encodes all doctor s agreement paper into a software,Relevant
The software acts like an agenda and puts each patient at a different time of following days depending on how many cures they need,Relevant
At the end of the month the nurse sends how many times She has gone to each patient during the month to health mutual for being paid,Relevant
I Decide to do an omelet,Relevant
How hungry am I? 2 4 6 eggs for respectively not very hungry normally hungry very hungry ,Irrelevant
I open the fridge and look for eggs ,Relevant
If number of eggs  2 I won t make an omelet ,Relevant
If I m very hungry and have less than 6 eggs I wonder if I wouldn t make a smaller omelet and reask myself how hungry I am ,Relevant
I crack the eggs and beat them ,Relevant
I put the whole thing in a frying pan and turn on the hotplate ,Relevant
I wait for my eggs to be ready ,Relevant
I put the omelette scrambled eggs on a plate take a knife and a fork ,Relevant
I taste my omelette ,Relevant
Is the omelet seasoned enough? If so I continue to eat if not I add the right amount of pepper and salt ,Relevant
I finish eating my omelet or scrambled eggs ,Relevant
A customer arrives ,Relevant
Ask him directly what he wants or let him look at what is in the shop then ask him what he wants ,Relevant
If the customer wants an item other than a personalized bouquet of flowers go directly to the checkout and proceed to the payment and give the item ,Relevant
If the customer wants a personalized bouquet ask him the price he would like to put in the bouquet as well as his preferences ,Relevant
Select the flowers that could suit the customer s expectations ,Relevant
Arrange the bouquet ,Relevant
If the customer is satisfied proceed to the payment and give him the bouquet ,Relevant
If not ask him again what he wants for more details ,Relevant
If he likes some but not all of the flowers change the flowers he doesn t like with the ones he would like as long as necessary until the bouquet matches the customer s expactations Then back to arrange the bouquet ,Relevant
If the customer doesn t like the bouquet at all he leaves Replace the flowers in their storage pots ,Relevant
Recytex is a company which sorts used clothes and shoes ,Irrelevant
Those clothes are resold or send to developing countries ,Irrelevant
The process starts when people put their clothes and shoes in clothing bubbles ,Relevant
Trucks will go empty those bubbles and will bring the clothes and shoes to the factory ,Relevant
At the factory the content is sorted by type pants t shirt shoes ,Relevant
Then each type of clothing is send to its work station ,Relevant
At the work station the clothes and shoes are sorted in terms of quality ,Relevant
Then each level of quality is put in the same container ,Relevant
For instance the t shirts of poor quality are put in the same container as the shoes of poor quality ,Irrelevant
Once the containers are loaded they are weighted labelled and send to the right destination ,Relevant
If the container is labelled as great quality it is send to a second hand shop ,Relevant
If the container is labelled as poor quality it is send to a developing country ,Relevant
Val Dieu is an abbey which offer guided tours on their site,Irrelevant
The customer can make a reservation online by phone or at the secretary at Val Dieu,Irrelevant
A maximum of ten people tour is accepted,Irrelevant
Once ten people have made a reservation for a tour the reservations are closed for this tour and another tour which is planned an hour later is added to the schedule,Relevant
Again there is a maximum of six tours per day,Irrelevant
The day of the tours the guide arrives at the secretary and is informed about its groups how many tours how many people tour ,Relevant
The customer pays online when making the reservation or when he arrives at Val Dieu,Relevant
If the customer cancels their reservation the reservations are reopened for his tour,Relevant
The customer can cancel their reservation at any time,Irrelevant
If the customer has already paid he is refunded,Relevant
kinepolis is a cinema complex that offers a vending machine self service,Irrelevant
the process starts when a customer goes to the automat,Relevant
the automat displays all available films,Relevant
for example the last marvel movie released,Irrelevant
the customer selects the film he wants,Relevant
the machine displays the available times for the selected film,Relevant
the customer selects the time of the film and the number of seats required,Relevant
then the machine displays the payment page,Relevant
The customer pays cash or pays by card,Relevant
the machine prints the ticket with the information about the chosen film ,Relevant
the cinema has more than 10 screens so it is important to look at the screen number,Irrelevant
the customer collects the tickets and goes to the entry scanner the process is completed,Relevant
rfc liege football club recruits new players to strengthen its squad each year ,Irrelevant
the process starts with a request to the board by the coach to have a certain type of player ,Relevant
the request may for example be for a left footed central defender ,Irrelevant
this request is forwarded to the recruitment section which will search for potential players matching the criteria ,Relevant
the recruitment section sends a list of potentially transferable players corresponding to the requested criteria to the board ,Relevant
the board decides whether to select a player or repeat the process of searching for new players otherwise the recruitment process stops until the next transfer period ,Relevant
the club sends a contract proposal to the selected players ,Relevant
the player accepts the proposed contract otherwise the process stops ,Relevant
the club has a good image on the national scene which helps to recruit good players ,Irrelevant
the player passes the medical examination ,Relevant
the player joins the team and the process is finished ,Relevant
 Hotel premiere classe de Liège  is a one star hotel which does the check in of their customers everyday,Irrelevant
The process starts when a customer rings the bell of the door leading to the reception,Relevant
Receptionist open the door of the reception in order to let the customer enter,Relevant
Customer tells that he has booked a room,Relevant
Receptionist ask for an ID or Passport,Relevant
The customer gives is ID or Passport ,Relevant
Receptionist verifies all the personal information,Relevant
Receptionist tells the amount due for the room,Relevant
Customer pays cash or pays by card,Relevant
Receptionist enters everything in the computer,Relevant
Meanwhile receptionist gives complementary information,Relevant
For example The gate close at 10 pm the breakfast takes place from 6 AM to 10AM,Irrelevant
Receptionist gives the invoice ,Relevant
On the receptionist desk there is a computer a printer a phone and other electronic devices in order to be able to manage,Irrelevant
Receptionist prepares and give the magnetic keycard for the room,Relevant
Customer takes everything and goes to his room the process is finished ,Relevant
Bar à pates Carmelo is a small restaurant that only offers food for delivery,Irrelevant
The process starts when a customer calls the restaurant,Relevant
It is better to call them in order not to wait,Irrelevant
A waiter pick up the phone and ask for the order,Relevant
The customers communicates the order to the waiter,Relevant
Then the waiter communicates the order to the cook,Relevant
For instance three pasta du chef and three cokes,Irrelevant
The customer ask for the waiting time,Relevant
The waiter notifies the customer when it will be ready and the amount to pay,Relevant
The customer agree and hang up the phone,Relevant
Then the cook prepares the order,Relevant
The kitchen is open therefore the customers can see everything,Irrelevant
Meanwhile the customer comes to the restaurant,Relevant
The customer pays cash or pays by card,Relevant
The cook notifies that the order is ready ,Relevant
The customer takes the order and leaves the restaurant the process is finished,Relevant
The customer decides to rent a book at his library,Relevant
The customer chose a certain book to rent,Relevant
He give his book to the librarian,Relevant
The librarian check if the customer is already registered in the library data,Relevant
If the client is not registered the customer has to give his personal information name first name address ,Relevant
When it is done the librarian encodes the bar code of the book in his computer,Relevant
The customer go back to his house and read his book,Relevant
1 month after the rental the customer has to come back to the library with his book,Relevant
If the customer come back with delay he has to pay 1 euro per day of delay,Relevant
The librarian encode the bar code in his compute and confirm that the client has given back the book,Relevant
The customer decides to buy a product on Amazon,Relevant
The customer selects a product he wants to buy and put it on his virtual cart,Relevant
If he is not already registered and has not an account in Amazon he has to create one and has to give his personal information first name name address ,Relevant
After that the customer confirm his article and choose a destination place where he wants to receive his product,Relevant
The client pay with his credit card and finish the purchase,Relevant
After he receives a confirmation of purchase from Amazon and information about when where he will receive his product,Relevant
Amazon will check if they have the product in stock,Relevant
If not they have to replenish the item needed,Relevant
After receiving the product if needed they prepare the product and package it,Relevant
The package is send to the destination point of the customer,Relevant
After some days the customer can go to his destination point to collect his package,Relevant
A mail is send to the customer when his product is exactly arrived at his destination point,Relevant
The customers receive his product and can give a feedback of his purchase on Amazon website if he wants,Relevant
The process starts when the client comes to the Health Mutuel s main hall ,Relevant
The customer sends a request for a needed service through the ticket machine ,Relevant
Health Mutual s receptionist receives the customer s request for a needed service ,Relevant
Then the customer and the receptionist have to wait until it will be the customer s turn after what the customer could go to the receptionist s window ,Relevant
The receptionist asks the client to provide personal information ,Relevant
The client provides the receptionist with his her personal information ,Relevant
The client s personal information could be provided by giving his her identity card or another relevant document ,Irrelevant
Receptionist receives the client s personal information ,Relevant
After what the receptionist should determine if the client s request could be done by him her or if it is necessary to take an appointment with a consultant ,Relevant
On one hand If the request could be done by the receptionist he she will do so and send the notification to the client about it ,Relevant
The client will receive the notification about his her realized request ,Relevant
On the other hand if the request could not be done by the receptionist the latter will take an appointment for the client with the consultant ,Relevant
After one of these steps the receptionist will ask the customer to wait and if he she need anything else ,Relevant
On one hand if the client needs something else the process will restart at the determine if the request could be done by the receptionist from the step 9 ,Relevant
On the other hand if the client answer is no then he she will leave the Health Mutual and the request will be fulfilled for a client and for the receptionist ,Relevant
This business process starts when the client decides to build a new house ,Relevant
Client searches for an appropriate land For example the land in a client s preferred region which is situated not so far from his her home = example sentence ,Relevant
Once the appropriate land found the client takes contact with a chosen architect and sends a construction request demand to him her ,Relevant
Client sends all the information about the land to the architect and wait for his her response and approval = details ,Relevant
The architect analyses the client s land choice in accordance with client s needs ,Relevant
The architect has 2 choices to approve the chosen land or not ,Irrelevant
On one hand if the architect does not approve the land he will send the information about the non approval of the land to the client The process will resume from the step 5 for the architect ,Relevant
In this case the client will receive the non approval of the land and will search for another one therefore the process will resume from the step 2 for the client ,Relevant
On the other hand if the architect approves the land the client will receive a notification ,Relevant
In this case the client will contact the bank in order to ask for a loan ,Relevant
Client receives a bank loan ,Relevant
In the meantime the architect analyses the clients demand and needs in order to develop the prototype of a construction project ,Relevant
The architect sends the prototype version of the project to the client The client receives the project prototype and then he she will decide to approve it or not =details ,Relevant
On one hand if the client does not approve the project s prototype he she will notify the architect about it and will wait for a new prototype project version the process will resume from the step 13 for a client and from the step 12 for the architect ,Relevant
On the other hand if the client approves the project s prototype he she will notify the architect about it and the architect will receive the notification ,Relevant
The architect develops the final version of the project ,Relevant
The architect sends this project version to the communal house ,Relevant
The architect receives the project approval from the communal house ,Relevant
The architect sends the communal house approval to the client and the client receives it ,Relevant
The client validates the final project and the architect receives this validation ,Relevant
The architect sends a quote for his her work to the client and at the same time makes a call for tenders to several construction companies ,Relevant
Once these two operations are done simultaneously the client sends the payment documents and therefore notifies the architect about it The architect receives the payment ,Relevant
The architect receives the bids from the construction companies ,Relevant
The architect analyses these bids and chooses the most appropriate ones ,Relevant
The architect sends the most appropriate bids to the client and the client receives it ,Relevant
The client analyses the bids ,Relevant
The client sends the bids approval to the architect and pays them The architect receives payment and the notification of approved bids ,Relevant
The architect asks for the construction services from the chosen construction companies ,Relevant
The architect receives the construction services ,Relevant
That is how the request for the house construction application ends for the client and for the architect ,Irrelevant
After that the house construction is launched =,Relevant
Before playing a Basketball game once a week we gather information about different playing grounds by phone email or on person ,Relevant
we check if pitches are available after checking availability of the pitches ,Relevant
we choose the most suitable one based on price and location and book it by giving the booker s personal data such as first name last name etc ,Relevant
Then we gather the players if we are fit to the required number of players ,Relevant
we go to the specified playing ground ,Relevant
If not we search for other players on a 1 hour window before the game ,Relevant
If players are gathered we go to the playing ground if not we cancel the game ,Relevant
When we go to the pitch we gather money to pay the required fees ,Relevant
if we don t have enough money we cancel the game ,Relevant
if we gather it we finally play the game ,Relevant
In order to rent a car for the weekend holiday we start by searching for altered agencies who provide this service ,Relevant
Then to efficiently select the best one we filter them by price service quality and ancient user s reviews ,Relevant
If an agency meets the required criteria we contact it by phone or email and check the availability of the wanted car ,Relevant
If the desired car meets our schedule we give our personal data if not we choose another car which meets our schedule then give our data ,Relevant
if no car is meeting our schedule we contact another agency ,Relevant
If no agency fulfills our desire we cancel the car rent ,Relevant
After giving our personal data we get an email to pay the car fees including insurance ,Relevant
If the payment is accepted we get an invoice with the car s location ,Relevant
If not we retry the payment ,Relevant
If it is successful we go to the meeting place if not the rent is cancelled ,Relevant
Phone group is a firm that provides Customer management services to many companies around the world ,Irrelevant
In order to ask for a day off within the organisation the employee prepares a request and sends it to the service Manager by email,Relevant
When the service manager receives the request he she transfers it to the set supervisor,Relevant
The set supervisor verifies the eligibility conditions,Relevant
If the employee does not have enough leave balance the set supervisor rejects the request,Relevant
If the employee has enough leave balance the set supervisor transfers the request to the Human Resources Management service,Relevant
For example when the employee wants 2 days off and he only has a leave balance of 1 day the request is rejected,Irrelevant
The Human Resources Management service contacts the set supervisor for a confirmation of the request approval after receiving the request,Relevant
If the set supervisor does not confirm the request approval the request is rejected,Relevant
If the set supervisor confirms the request approval the Human Resources Management service checks the availability of the replacement staff,Relevant
If the replacement staff is not available the Human Resources Management service rejects the request,Relevant
If the replacement staff is available the Human Resources Management service sends them an email containing the slots,Relevant
The replacement staff receive the email containing the slots ,Relevant
If the replacement staff does not confirm within 24 hours the request is rejected,Relevant
If the replacement staff confirms within 24 hours the request is confirmed and the employee is notified by email,Relevant
Having a double degree can be a very interesting experience,Irrelevant
Student receive an information email concerning double degree programs from the Head of International relationships of HEC,Relevant
15 days after the Head of international relationships of HEC sends another email containing a link to an online meeting concerning double degree programs,Relevant
The student participate in the online meeting in order to know the application details,Relevant
The application procedure is easy and rapid,Irrelevant
The student sends an email to the Head of International Relationships in HEC in which he specifies the double degree he is interested in ,Relevant
The Head of International Relationships verifies the students grades in order to check his her eligibility to the choosen program,Relevant
If the student is not eligible the Head of International Relationships in HEC rejects the application and notifies the student by email,Relevant
If the student is eligible the Head of International Relationships in HEC contacts the exchanges manager of the choosen uiversity for confirmation,Relevant
If the exchanges manager of the choosen university does not confirm the application is rejected and the student is notified by email,Relevant
If the exchanges manager of the choosen university confirms the application is accepted and the student is notified by email,Relevant
This process is about the purchase of the ingredients in a shop ,Irrelevant
For example you can go to the supermarket in the rue Saint Gilles in Liège ,Irrelevant
Before starting to cook preheat the oven to 200 C ,Relevant
Take the potatoes to peel them ,Relevant
Once it is done cut them into small cubes ,Relevant
Put your potato pieces in an ovenproof dish ,Relevant
Leave this dish on its side and cut the onions into small pieces ,Relevant
Add the onions bacon and cream to the potato dish ,Relevant
Cut the Reblochon cheese in half lengthwise and place it on top of the dish ,Relevant
Based on your preferences you can replace the Reblochon with Morbier cheese ,Irrelevant
Put your dish in the oven for 45 minutes ,Relevant
After this time use potholders to remove the dish from the oven and place it on a trivet the process is finished,Relevant
The process starts with the publishing an announcer for recruitment ,Relevant
The announce ca be made on Facebook Instagram or also on their website ,Irrelevant
Students interested in recruitment should send their CVs by email ,Relevant
HEC Advisory assigns all students who send in their CVs a date and time for a job interview ,Relevant
Each candidate has a job interview with the team of HEC Advisory ,Irrelevant
The HEC Advisory s team choose the best candidates ,Relevant
The best candidates are invited to participate to the resolution of a business case ,Relevant
The participants are divided into different teams ,Relevant
The teams have to resolve the case in maximum 3 hours ,Irrelevant
Once they have resolved the case they make a presentation of their solution to HEC Advisory ,Relevant
After all the presentations HEC Advisory choose the best candidates to enter the team ,Relevant
HEC Advisory chose the candidates on the basis of objective elements that they observed ,Irrelevant
The HR responsible call all the candidates to tell them if they are take or not the process is then finished ,Relevant
Plouf Club is a swimming club where children learn how to swim,Irrelevant
The process starts with an email from the parents in order to register their child ren ,Relevant
According to the child s level they can book 30min 45 min or 1h,Irrelevant
The child and his parents enter in building,Relevant
The coordinator takes the temperature and the presence of each child,Relevant
The child changes on his own if he is over 9 years old or with a parent if he is under 9 years old,Relevant
The child stays in the waiting area waiting for the swimming pool instructor,Relevant
After his course the instructor picks up the child and give the course,Relevant
The child learns for example to dive,Irrelevant
At the end of the course the instructor brings the child back and returns in the swimming pool with another group,Relevant
The child returns to the locker room and changes himself or with his parents,Relevant
Once the child is dressed he can leave the building and come back home,Relevant
The internship has to be realised next year,Irrelevant
The student looks for a company in which he is interested,Relevant
For example he can ask on a social media or participate at an event like the career night,Irrelevant
The student sends his cover letter and resume to several big companies,Relevant
For example he sends his information to Deloitte or to KPMG,Irrelevant
If the student s profiles match with the company they ask him for a first interview with a HR of the company,Relevant
This interview lasts at least 30 minutes and consists of finding out more about the student and forming an initial opinion about him her,Irrelevant
If this goes well a second interview is scheduled,Relevant
The second interview will be technical and will last at least 1h30,Irrelevant
After that the company has to make its final decision and accept or not the student s internship,Relevant
The student only has to wait for the company s response and can continue to look for others,Relevant
My tennis club is offering summer camps for kids from 4 to 14 years old,Irrelevant
The process begins at 8 30 when the instructors arrive at the club house,Relevant
Then they welcome the kids until 9 0,Relevant
At this time one of the instructors explains the days to the kids while the other are preparing the courts and the materials needed,Relevant
By preparing the courts and materials we understand taking the rackets and the exercises for the kids,Irrelevant
Once everyone is on the courts each instructor takes his group of kids until 10 30,Relevant
At that time each kid goes back to the club house,Relevant
They sit down to eat their snack,Relevant
Meanwhile the instructors clean the courts,Relevant
Once finished the younger kids make drawing while older kids are playing another sport than tennis,Relevant
At 12 00 everyone picks up his backpack$,Relevant
Each kid leave the club house if they prove that one of their parent is there,Relevant
If not they have to wait,Relevant
The process is over when each kid has left the tennis club,Relevant
The process begins when the customer noticed it s time to do the change,Relevant
He looks for an appointment on the website of the garage,Relevant
The garage employee confirms the appointment on the website and the customers receives an email,Relevant
This could happen whenever during the year,Irrelevant
The day of the appointment the customers drive until the garage,Relevant
His car is taken over by the mechanic,Relevant
The mechanic drives the car to the workshop and change the tires,Relevant
In the same time the customers is welcomed in the office of the garage,Relevant
He can proceed the payments either by card or by cash or he can receive an invoice,Relevant
There is these three choice to improve customer s satisfaction ,Irrelevant
After the payment the customer has to wait a few more minutes in the showroom,Relevant
Either he just sits or he can look at the news cars exposed,Relevant
After a few minutes the change of tires is done and the customers can go back home,Relevant
The process is then over,Relevant
The process starts when CIBLE RH publishes a new job opportunity on its website ,Relevant
Interested applicants send their CV and motivation letters ,Relevant
CIBLE RH analyses the profiles of the candidates and selects three most interesting profiles ,Relevant
CIBLE HR uses a hiring software to analyse the CV and motivation letters ,Irrelevant
After which interviews are scheduled ,Relevant
Then the three selected candidates are informed about the details of the interview by email ,Relevant
These details concern mainly the place date and time of the interview ,Irrelevant
If the candidates accept the details then the interview is confirmed ,Relevant
If not a reminder email is sent to the candidate in 72 hours ,Relevant
If the candidate still doesn t reply in 72 hours his candidature is rejected and he is notified by e mail ,Relevant
One week after the interviews CIBLE RH sends an offer letter to the candidate who has been hired ,Relevant
The candidate accepts the offer in 72 hours by sending an e mail to CIBLE RH and the process is finished ,Relevant
RODIV HOTEL is a renown hotel in Malaysia ,Irrelevant
Its order to cash process is triggered when the Clerk receives a reservation request from a potential client by e mail ,Relevant
